tgt,input,show_inp,ent1,ent2,id
"Product-Producer(e2,e1)",Hundreds of tramping ENT_1_START feet ENT_1_END have pressed the snow into a glacial ENT_2_START track ENT_2_END .,Hundreds of tramping ENT_1_START feet ENT_1_END have pressed the snow into a glacial ENT_2_START track ENT_2_END .,feet,track,5009
"Component-Whole(e1,e2)",I pulled the bags over the ENT_1_START rim ENT_1_END of the ENT_2_START bucket ENT_2_END and pulled the cord to tighten it .,I pulled the bags over the ENT_1_START rim ENT_1_END of the ENT_2_START bucket ENT_2_END and pulled the cord to tighten it .,rim,bucket,6372
Other,They calculated the exit positions of the backscattered ENT_1_START electrons ENT_1_END from a single - scattering ENT_2_START approach ENT_2_END .,They calculated the exit positions of the backscattered ENT_1_START electrons ENT_1_END from a single - scattering ENT_2_START approach ENT_2_END .,electrons,approach,3930
"Cause-Effect(e2,e1)",My dog has a ENT_1_START fever ENT_1_END from ENT_2_START allergies ENT_2_END he was given clavamox and a shot .,My dog has a ENT_1_START fever ENT_1_END from ENT_2_START allergies ENT_2_END he was given clavamox and a shot .,fever,allergies,5696
"Message-Topic(e1,e2)","The purpose of the ENT_1_START chapter ENT_1_END is to create a picture of ENT_2_START palliative care ENT_2_END today by presenting its definition , history , philosophy . objectives , and standards of care .","The purpose of the ENT_1_START chapter ENT_1_END is to create a picture of ENT_2_START palliative care ENT_2_END today by presenting its definition , history , philosophy . objectives , and standards of care .",chapter,palliative care,5772
"Entity-Origin(e1,e2)",In the former method the ENT_1_START acetone ENT_1_END was distilled from an allraline ENT_2_START solution ENT_2_END after the excess oxidant had been destroyed with sodium .,In the former method the ENT_1_START acetone ENT_1_END was distilled from an allraline ENT_2_START solution ENT_2_END after the excess oxidant had been destroyed with sodium .,acetone,solution,112
"Content-Container(e1,e2)",Storing ENT_1_START clothing ENT_1_END in a cedar ENT_2_START chest ENT_2_END protected the apparel from the damaging effects of moth larvae .,Storing ENT_1_START clothing ENT_1_END in a cedar ENT_2_START chest ENT_2_END protected the apparel from the damaging effects of moth larvae .,clothing,chest,5995
"Entity-Destination(e1,e2)",The growing use of this technology passed on ENT_1_START infertility ENT_1_END to future ENT_2_START generations ENT_2_END .,The growing use of this technology passed on ENT_1_START infertility ENT_1_END to future ENT_2_START generations ENT_2_END .,infertility,generations,4705
Other,This study presents a comprehensive methodology for calculating the cost to ENT_1_START society ENT_1_END of various criminal ENT_2_START acts ENT_2_END .,This study presents a comprehensive methodology for calculating the cost to ENT_1_START society ENT_1_END of various criminal ENT_2_START acts ENT_2_END .,society,acts,1328
"Component-Whole(e1,e2)","In the sketch at right , the electromagnet formed by the ENT_1_START coil ENT_1_END of the ENT_2_START rotor ENT_2_END is represented as a permanent magnet , and the same torque ( North attracts South ) is seen to be that acting to align the central magnet .","In the sketch at right , the electromagnet formed by the ENT_1_START coil ENT_1_END of the ENT_2_START rotor ENT_2_END is represented as a permanent magnet , and the same torque ( North attracts South ) is seen to be that acting to align the central magnet .",coil,rotor,4066
"Product-Producer(e1,e2)","Eighty years on from the first pipes being laid for the ENT_1_START car ENT_1_END ENT_2_START plant ENT_2_END , unemployment is at 2 million and rising .","Eighty years on from the first pipes being laid for the ENT_1_START car ENT_1_END ENT_2_START plant ENT_2_END , unemployment is at 2 million and rising .",car,plant,475
Other,"As delegates gather in Copenhagen for the UN climate summit , a new poll shows growing ENT_1_START concern ENT_1_END for ENT_2_START climate change ENT_2_END .","As delegates gather in Copenhagen for the UN climate summit , a new poll shows growing ENT_1_START concern ENT_1_END for ENT_2_START climate change ENT_2_END .",concern,climate change,4954
"Component-Whole(e2,e1)","ENT_1_START Education ENT_1_END in early African societies included such things as ENT_2_START artistic performances ENT_2_END , ceremonies , games , festivals , dancing , singing , and drawing .","ENT_1_START Education ENT_1_END in early African societies included such things as ENT_2_START artistic performances ENT_2_END , ceremonies , games , festivals , dancing , singing , and drawing .",ENT_1_START Education,artistic performances,6019
"Entity-Destination(e1,e2)",The CFA program ENT_1_START curriculum ENT_1_END is shipped to the ENT_2_START people ENT_2_END .,The CFA program ENT_1_START curriculum ENT_1_END is shipped to the ENT_2_START people ENT_2_END .,curriculum,people,3992
"Component-Whole(e2,e1)",The ENT_1_START project ENT_1_END comprises several ENT_2_START phases ENT_2_END including 19 miles of highway expansion .,The ENT_1_START project ENT_1_END comprises several ENT_2_START phases ENT_2_END including 19 miles of highway expansion .,project,phases,4059
Other,"The ENT_1_START aeroplane ENT_1_END was withdrawn from that ENT_2_START duty ENT_2_END and confined to low - level flying , where it became a success .","The ENT_1_START aeroplane ENT_1_END was withdrawn from that ENT_2_START duty ENT_2_END and confined to low - level flying , where it became a success .",aeroplane,duty,6531
"Entity-Destination(e1,e2)",The famous actor donated 100 ENT_1_START houses ENT_1_END to ENT_2_START victims ENT_2_END of last year 's flood .,The famous actor donated 100 ENT_1_START houses ENT_1_END to ENT_2_START victims ENT_2_END of last year 's flood .,houses,victims,4470
"Component-Whole(e2,e1)",The ENT_1_START ship ENT_1_END has already provoked the debate its crew is seeking even before lifting its ENT_2_START anchor ENT_2_END .,The ENT_1_START ship ENT_1_END has already provoked the debate its crew is seeking even before lifting its ENT_2_START anchor ENT_2_END .,ship,anchor,2727
"Product-Producer(e1,e2)",The ENT_1_START book ENT_1_END 's ENT_2_START author ENT_2_END is so historically significant that any of his or her written works may be considered notable .,The ENT_1_START book ENT_1_END 's ENT_2_START author ENT_2_END is so historically significant that any of his or her written works may be considered notable .,book,author,6228
"Instrument-Agency(e2,e1)","She and ENT_1_START colleagues ENT_1_END exhaustively tested the sample , sequencing the proteins they found with a new and better mass ENT_2_START spectrometer ENT_2_END .","She and ENT_1_START colleagues ENT_1_END exhaustively tested the sample , sequencing the proteins they found with a new and better mass ENT_2_START spectrometer ENT_2_END .",colleagues,spectrometer,1749
"Component-Whole(e1,e2)",The ENT_1_START nape ENT_1_END on the ENT_2_START male ENT_2_END has a turquoise blue wash over the light green base feathers .,The ENT_1_START nape ENT_1_END on the ENT_2_START male ENT_2_END has a turquoise blue wash over the light green base feathers .,nape,male,764
Other,"The ENT_1_START police ENT_1_END told an open government ENT_2_START surveyor ENT_2_END it "" does n't give out the records "" .","The ENT_1_START police ENT_1_END told an open government ENT_2_START surveyor ENT_2_END it "" does n't give out the records "" .",police,surveyor,3253
"Entity-Destination(e1,e2)",Arginine - rich intracellular delivery peptides noncovalently transported the ENT_1_START protein ENT_1_END into the living ENT_2_START cells ENT_2_END .,Arginine - rich intracellular delivery peptides noncovalently transported the ENT_1_START protein ENT_1_END into the living ENT_2_START cells ENT_2_END .,protein,cells,2738
Other,The ENT_1_START defendants ENT_1_END took advantage of Astor 's diminished mental ENT_2_START capacity ENT_2_END to carry them out .,The ENT_1_START defendants ENT_1_END took advantage of Astor 's diminished mental ENT_2_START capacity ENT_2_END to carry them out .,defendants,capacity,2110
"Cause-Effect(e1,e2)",The JFK baggage system ENT_1_START malfunction ENT_1_END caused ENT_2_START delays ENT_2_END for some flights and caused some passengers to simply travel without their things .,The JFK baggage system ENT_1_START malfunction ENT_1_END caused ENT_2_START delays ENT_2_END for some flights and caused some passengers to simply travel without their things .,malfunction,delays,3935
"Instrument-Agency(e2,e1)","A ENT_1_START man ENT_1_END attaches a ENT_2_START rope ENT_2_END to a 20 kg block , pulling it across a floor with constant velocity .","A ENT_1_START man ENT_1_END attaches a ENT_2_START rope ENT_2_END to a 20 kg block , pulling it across a floor with constant velocity .",man,rope,2665
"Entity-Origin(e1,e2)",Sounds like the ENT_1_START rug ENT_1_END got pulled out from the original ENT_2_START plans ENT_2_END .,Sounds like the ENT_1_START rug ENT_1_END got pulled out from the original ENT_2_START plans ENT_2_END .,rug,plans,4332
"Content-Container(e1,e2)",The ENT_1_START monitor ENT_1_END was enclosed in the ENT_2_START lid ENT_2_END of the wire recorder case .,The ENT_1_START monitor ENT_1_END was enclosed in the ENT_2_START lid ENT_2_END of the wire recorder case .,monitor,lid,4509
Other,"The ENT_1_START shroud ENT_1_END is kept in the ENT_2_START cathedral ENT_2_END of St. John the Baptist in Turin , Italy .","The ENT_1_START shroud ENT_1_END is kept in the ENT_2_START cathedral ENT_2_END of St. John the Baptist in Turin , Italy .",shroud,cathedral,7844
"Instrument-Agency(e1,e2)","The authors take us on an extraordinary journey , from the depths of the ocean to the ENT_1_START net ENT_1_END of a ENT_2_START fisherman ENT_2_END .","The authors take us on an extraordinary journey , from the depths of the ocean to the ENT_1_START net ENT_1_END of a ENT_2_START fisherman ENT_2_END .",net,fisherman,7331
"Product-Producer(e1,e2)","The ENT_1_START charter ENT_1_END was a joint creation by the local authorities co - ordinating ENT_2_START body ENT_2_END , the Trading Standards Institute , the market operators association and industry groups representing copyright and trademark owners .","The ENT_1_START charter ENT_1_END was a joint creation by the local authorities co - ordinating ENT_2_START body ENT_2_END , the Trading Standards Institute , the market operators association and industry groups representing copyright and trademark owners .",charter,body,5495
"Component-Whole(e2,e1)",Our ENT_1_START microwave ENT_1_END has a turn - able ENT_2_START turntable ENT_2_END inside and dial - able knobs outside .,Our ENT_1_START microwave ENT_1_END has a turn - able ENT_2_START turntable ENT_2_END inside and dial - able knobs outside .,microwave,turntable,1924
"Entity-Origin(e1,e2)","Buoyed by liberal attitudes such as those , ENT_1_START politicians ENT_1_END across Western Europe are stepping out of the ENT_2_START closet ENT_2_END .","Buoyed by liberal attitudes such as those , ENT_1_START politicians ENT_1_END across Western Europe are stepping out of the ENT_2_START closet ENT_2_END .",politicians,closet,5892
"Instrument-Agency(e2,e1)",The French ENT_1_START army ENT_1_END made use of a nerve ENT_2_START gas ENT_2_END obtained from prussic acid .,The French ENT_1_START army ENT_1_END made use of a nerve ENT_2_START gas ENT_2_END obtained from prussic acid .,army,gas,4580
"Member-Collection(e2,e1)","The ENT_1_START collection ENT_1_END contained ENT_2_START books ENT_2_END , magazines , journals , and newspapers .","The ENT_1_START collection ENT_1_END contained ENT_2_START books ENT_2_END , magazines , journals , and newspapers .",collection,books,7782
"Component-Whole(e2,e1)",The ENT_1_START kitchen ENT_1_END contained a ENT_2_START well ENT_2_END at the northern end and a well and two holding areas for live fish on the southern end .,The ENT_1_START kitchen ENT_1_END contained a ENT_2_START well ENT_2_END at the northern end and a well and two holding areas for live fish on the southern end .,kitchen,well,7891
"Product-Producer(e1,e2)","The 82500 - seat ENT_1_START stadium ENT_1_END was built privately by the ENT_2_START teams ENT_2_END , the first constructed to serve as the host of two NFL teams .","The 82500 - seat ENT_1_START stadium ENT_1_END was built privately by the ENT_2_START teams ENT_2_END , the first constructed to serve as the host of two NFL teams .",stadium,teams,5564
Other,The ENT_1_START manager ENT_1_END saw a black ENT_2_START male ENT_2_END fire two shots while beside his car in the parking lot .,The ENT_1_START manager ENT_1_END saw a black ENT_2_START male ENT_2_END fire two shots while beside his car in the parking lot .,manager,male,3516
"Member-Collection(e2,e1)",A ENT_1_START skulk ENT_1_END of ENT_2_START thieves ENT_2_END gathered for their monthly summit .,A ENT_1_START skulk ENT_1_END of ENT_2_START thieves ENT_2_END gathered for their monthly summit .,skulk,thieves,1020
"Instrument-Agency(e2,e1)","Similarly , the western ENT_1_START physician ENT_1_END 's white coat and ENT_2_START stethoscope ENT_2_END and the environment of western medical clinics and hospitals create an aura of expectancy and hope for healing .","Similarly , the western ENT_1_START physician ENT_1_END 's white coat and ENT_2_START stethoscope ENT_2_END and the environment of western medical clinics and hospitals create an aura of expectancy and hope for healing .",physician,stethoscope,7678
"Cause-Effect(e2,e1)",The ENT_1_START quarrel ENT_1_END during the night of the crime was caused by ENT_2_START money ENT_2_END .,The ENT_1_START quarrel ENT_1_END during the night of the crime was caused by ENT_2_START money ENT_2_END .,quarrel,money,4355
Other,"Now that recovery and ENT_1_START reconstruction ENT_1_END after the ENT_2_START tsunami ENT_2_END are getting under way , we want to see people move into their new homes , communities resume their livelihoods and children back into their rebuilt schools .","Now that recovery and ENT_1_START reconstruction ENT_1_END after the ENT_2_START tsunami ENT_2_END are getting under way , we want to see people move into their new homes , communities resume their livelihoods and children back into their rebuilt schools .",reconstruction,tsunami,4020
"Content-Container(e1,e2)",The ENT_1_START detector module ENT_1_END including a preamplifier was inside a ENT_2_START laboratory oven ENT_2_END .,The ENT_1_START detector module ENT_1_END including a preamplifier was inside a ENT_2_START laboratory oven ENT_2_END .,detector module,laboratory oven,3394
Other,The ENT_1_START decade ENT_1_END produced a bumper ENT_2_START crop ENT_2_END of great movies .,The ENT_1_START decade ENT_1_END produced a bumper ENT_2_START crop ENT_2_END of great movies .,decade,crop,6095
"Entity-Destination(e1,e2)","Accidentally , the ENT_1_START electricity ENT_1_END flew into the ENT_2_START water ENT_2_END on the ground .","Accidentally , the ENT_1_START electricity ENT_1_END flew into the ENT_2_START water ENT_2_END on the ground .",electricity,water,618
"Component-Whole(e1,e2)","On this oval porthole , a lace ENT_1_START drape ENT_1_END keeps the ENT_2_START bathroom ENT_2_END private while showing off the shapely window and letting in light .","On this oval porthole , a lace ENT_1_START drape ENT_1_END keeps the ENT_2_START bathroom ENT_2_END private while showing off the shapely window and letting in light .",drape,bathroom,7940
"Product-Producer(e1,e2)","The ENT_1_START bile ENT_1_END produced by the ENT_2_START liver ENT_2_END is collected in bile canaliculi , which merge to form bile ducts .","The ENT_1_START bile ENT_1_END produced by the ENT_2_START liver ENT_2_END is collected in bile canaliculi , which merge to form bile ducts .",bile,liver,4438
Other,"The heaviest ENT_1_START rain ENT_1_END fell from an ENT_2_START area ENT_2_END from Roane and Clay Counties northeastward across Braxton , Gilmer and Lewis Counties and into Southern Harrison county .","The heaviest ENT_1_START rain ENT_1_END fell from an ENT_2_START area ENT_2_END from Roane and Clay Counties northeastward across Braxton , Gilmer and Lewis Counties and into Southern Harrison county .",rain,area,5626
Other,A ENT_1_START lodge ENT_1_END combines a ENT_2_START colonial atmosphere ENT_2_END with the rustic beauty and history of Africa .,A ENT_1_START lodge ENT_1_END combines a ENT_2_START colonial atmosphere ENT_2_END with the rustic beauty and history of Africa .,lodge,colonial atmosphere,7241
Other,Mado manages to escape and kidnaps the ENT_1_START scientist ENT_1_END 's ENT_2_START niece ENT_2_END .,Mado manages to escape and kidnaps the ENT_1_START scientist ENT_1_END 's ENT_2_START niece ENT_2_END .,scientist,niece,415
"Entity-Origin(e2,e1)","I first tried this comforting , ENT_1_START pork ENT_1_END ENT_2_START stew ENT_2_END a year ago and it is unbelievably good .","I first tried this comforting , ENT_1_START pork ENT_1_END ENT_2_START stew ENT_2_END a year ago and it is unbelievably good .",pork,stew,2696
"Entity-Destination(e1,e2)",Branton bridge ENT_1_START solicitors ENT_1_END entered into the ENT_2_START administration building ENT_2_END .,Branton bridge ENT_1_START solicitors ENT_1_END entered into the ENT_2_START administration building ENT_2_END .,solicitors,administration building,5924
"Product-Producer(e2,e1)",The ENT_1_START factory ENT_1_END produced several versions of the RAF-2203 ENT_2_START minibuses ENT_2_END based on GAZ-24 .,The ENT_1_START factory ENT_1_END produced several versions of the RAF-2203 ENT_2_START minibuses ENT_2_END based on GAZ-24 .,factory,minibuses,5001
"Component-Whole(e1,e2)","First , he pressed the start ENT_1_START button ENT_1_END of the ENT_2_START calculator ENT_2_END to see what happens , then tried to vary the parameters .","First , he pressed the start ENT_1_START button ENT_1_END of the ENT_2_START calculator ENT_2_END to see what happens , then tried to vary the parameters .",button,calculator,5827
"Message-Topic(e1,e2)","OVATION is the ENT_1_START television network ENT_1_END devoted exclusively to the ENT_2_START arts ENT_2_END , featuring programming on visual arts , theater , opera , music and dance .","OVATION is the ENT_1_START television network ENT_1_END devoted exclusively to the ENT_2_START arts ENT_2_END , featuring programming on visual arts , theater , opera , music and dance .",television network,arts,328
"Instrument-Agency(e1,e2)",The ENT_1_START installation ENT_1_END powered a 100 horsepower ( 75 kW ) synchronous ENT_2_START motor ENT_2_END at Telluride .,The ENT_1_START installation ENT_1_END powered a 100 horsepower ( 75 kW ) synchronous ENT_2_START motor ENT_2_END at Telluride .,installation,motor,2349
"Instrument-Agency(e2,e1)",The motor ENT_1_START system ENT_1_END scaled the object 's dimensions by modulating the ENT_2_START muscles ENT_2_END .,The motor ENT_1_START system ENT_1_END scaled the object 's dimensions by modulating the ENT_2_START muscles ENT_2_END .,system,muscles,2519
"Cause-Effect(e2,e1)","Relena 's head was bowed , though the ENT_1_START heat ENT_1_END was radiating from the young ENT_2_START princess ENT_2_END in waves .","Relena 's head was bowed , though the ENT_1_START heat ENT_1_END was radiating from the young ENT_2_START princess ENT_2_END in waves .",heat,princess,7095
"Message-Topic(e1,e2)","The ENT_1_START laws ENT_1_END apply to the ENT_2_START play ENT_2_END , officiating , equipment and procedures of the sport .","The ENT_1_START laws ENT_1_END apply to the ENT_2_START play ENT_2_END , officiating , equipment and procedures of the sport .",laws,play,6453
"Component-Whole(e2,e1)",Mothers transmit the cavity causing bacteria by kissing their ENT_1_START babies ENT_1_END ENT_2_START mouths ENT_2_END .,Mothers transmit the cavity causing bacteria by kissing their ENT_1_START babies ENT_1_END ENT_2_START mouths ENT_2_END .,babies,mouths,4671
Other,"The greatest ENT_1_START plenitude ENT_1_END of ENT_2_START graces ENT_2_END was conferred on him as man , and from him , as he was our head , derived to all the members of his Church .","The greatest ENT_1_START plenitude ENT_1_END of ENT_2_START graces ENT_2_END was conferred on him as man , and from him , as he was our head , derived to all the members of his Church .",plenitude,graces,5515
"Product-Producer(e1,e2)",The ENT_1_START shed ENT_1_END got put up by these ENT_2_START people ENT_2_END who arrived and made it .,The ENT_1_START shed ENT_1_END got put up by these ENT_2_START people ENT_2_END who arrived and made it .,shed,people,534
"Product-Producer(e2,e1)",The ENT_1_START court ENT_1_END decided the objection by making the instalment ENT_2_START order ENT_2_END as sought .,The ENT_1_START court ENT_1_END decided the objection by making the instalment ENT_2_START order ENT_2_END as sought .,court,order,78
"Message-Topic(e1,e2)",The ENT_1_START film ENT_1_END makes the point that ENT_2_START decision - making ENT_2_END is an important aspect of such an affair of the heart .,The ENT_1_START film ENT_1_END makes the point that ENT_2_START decision - making ENT_2_END is an important aspect of such an affair of the heart .,film,decision - making,4775
"Entity-Destination(e1,e2)",We saw that the ENT_1_START email ENT_1_END had been sent to the ENT_2_START customer ENT_2_END .,We saw that the ENT_1_START email ENT_1_END had been sent to the ENT_2_START customer ENT_2_END .,email,customer,4864
"Cause-Effect(e1,e2)","The ENT_1_START programmer ENT_1_END made a ENT_2_START mistake ENT_2_END with respect to quoting , but it appeared as over - quoting instead of lurking as a security problem .","The ENT_1_START programmer ENT_1_END made a ENT_2_START mistake ENT_2_END with respect to quoting , but it appeared as over - quoting instead of lurking as a security problem .",programmer,mistake,7523
Other,In this section are ENT_1_START horses ENT_1_END born in Tori ENT_2_START stud ENT_2_END that have made Tori breed famous and maintained that fame .,In this section are ENT_1_START horses ENT_1_END born in Tori ENT_2_START stud ENT_2_END that have made Tori breed famous and maintained that fame .,horses,stud,1730
"Entity-Origin(e1,e2)",This is the winning sand ENT_1_START castle ENT_1_END from the Castlemania ENT_2_START contest ENT_2_END .,This is the winning sand ENT_1_START castle ENT_1_END from the Castlemania ENT_2_START contest ENT_2_END .,castle,contest,7171
"Cause-Effect(e2,e1)",ENT_1_START Flashes ENT_1_END are caused by the vitreous gel ENT_2_START tugging ENT_2_END on the retina .,ENT_1_START Flashes ENT_1_END are caused by the vitreous gel ENT_2_START tugging ENT_2_END on the retina .,ENT_1_START Flashes,tugging,3344
"Entity-Destination(e1,e2)",The freeze - dried dura ENT_1_START mater ENT_1_END was placed into warm sterile ENT_2_START saline ENT_2_END for 20 minutes before grafting .,The freeze - dried dura ENT_1_START mater ENT_1_END was placed into warm sterile ENT_2_START saline ENT_2_END for 20 minutes before grafting .,mater,saline,603
"Component-Whole(e1,e2)","The end of the ENT_1_START rod ENT_1_END of the mute 's ENT_2_START spindle ENT_2_END ( outside the bassoon ) is bent through an angle of 90 degrees , where the communicator - gearing leads up to it .","The end of the ENT_1_START rod ENT_1_END of the mute 's ENT_2_START spindle ENT_2_END ( outside the bassoon ) is bent through an angle of 90 degrees , where the communicator - gearing leads up to it .",rod,spindle,1280
"Entity-Destination(e1,e2)",The bacteria released ENT_1_START arsenic ENT_1_END into the ENT_2_START groundwater ENT_2_END .,The bacteria released ENT_1_START arsenic ENT_1_END into the ENT_2_START groundwater ENT_2_END .,arsenic,groundwater,5762
"Instrument-Agency(e2,e1)",ENT_1_START Judges ENT_1_END wear the bench ENT_2_START wig ENT_2_END when they are sitting in court .,ENT_1_START Judges ENT_1_END wear the bench ENT_2_START wig ENT_2_END when they are sitting in court .,ENT_1_START Judges,wig,7471
"Product-Producer(e2,e1)",His ENT_1_START wife ENT_1_END has just completed the first ENT_2_START paper ENT_2_END of her graduate degree .,His ENT_1_START wife ENT_1_END has just completed the first ENT_2_START paper ENT_2_END of her graduate degree .,wife,paper,1470
"Message-Topic(e1,e2)","The ENT_1_START trilogy ENT_1_END studies in depth the ENT_2_START transition ENT_2_END from war to peace in 1815 , 1918 and 1945 .","The ENT_1_START trilogy ENT_1_END studies in depth the ENT_2_START transition ENT_2_END from war to peace in 1815 , 1918 and 1945 .",trilogy,transition,4949
"Entity-Origin(e2,e1)",The Indians drink so much ENT_1_START maize ENT_1_END ENT_2_START liquor ENT_2_END that it makes them drunk .,The Indians drink so much ENT_1_START maize ENT_1_END ENT_2_START liquor ENT_2_END that it makes them drunk .,maize,liquor,3755
"Member-Collection(e2,e1)",We were a ENT_1_START congregation ENT_1_END of young ENT_2_START people ENT_2_END concerned about the religious education of our children as well as creating a good life in our community .,We were a ENT_1_START congregation ENT_1_END of young ENT_2_START people ENT_2_END concerned about the religious education of our children as well as creating a good life in our community .,congregation,people,4226
"Product-Producer(e2,e1)",The struggle began in 1968 when ENT_1_START machinists ENT_1_END making seat ENT_2_START covers ENT_2_END for the car giant were paid less than men who swept floors .,The struggle began in 1968 when ENT_1_START machinists ENT_1_END making seat ENT_2_START covers ENT_2_END for the car giant were paid less than men who swept floors .,machinists,covers,4867
"Product-Producer(e1,e2)","One of the requirements of the portfolio is a goal ENT_1_START sheet ENT_1_END , which is completed by the ENT_2_START student ENT_2_END .","One of the requirements of the portfolio is a goal ENT_1_START sheet ENT_1_END , which is completed by the ENT_2_START student ENT_2_END .",sheet,student,3236
"Message-Topic(e1,e2)",It is an occasional ENT_1_START publication ENT_1_END reporting recent ENT_2_START events ENT_2_END and activities taking place at the Institute for Agriculture and Trade Policy .,It is an occasional ENT_1_START publication ENT_1_END reporting recent ENT_2_START events ENT_2_END and activities taking place at the Institute for Agriculture and Trade Policy .,publication,events,6879
"Product-Producer(e1,e2)",Prairie Dog is a free ENT_1_START newspaper ENT_1_END produced by a Saskatchewan worker ENT_2_START co - operative ENT_2_END .,Prairie Dog is a free ENT_1_START newspaper ENT_1_END produced by a Saskatchewan worker ENT_2_START co - operative ENT_2_END .,newspaper,co - operative,6349
"Entity-Destination(e1,e2)",This music ENT_1_START CD ENT_1_END was misplaced into the wrong ENT_2_START folder ENT_2_END .,This music ENT_1_START CD ENT_1_END was misplaced into the wrong ENT_2_START folder ENT_2_END .,CD,folder,787
"Member-Collection(e2,e1)","Officials in the Northern Chinese province of Inner Mongolia have mobilized 33,000 people to stop a ENT_1_START swarm ENT_1_END of ENT_2_START locusts ENT_2_END 267 miles outside of Beijing .","Officials in the Northern Chinese province of Inner Mongolia have mobilized 33,000 people to stop a ENT_1_START swarm ENT_1_END of ENT_2_START locusts ENT_2_END 267 miles outside of Beijing .",swarm,locusts,6414
"Product-Producer(e2,e1)",The record ENT_1_START holder ENT_1_END folded his 10 cm ENT_2_START aircraft ENT_2_END by hand from a single sheet of paper and did not use scissors or glue .,The record ENT_1_START holder ENT_1_END folded his 10 cm ENT_2_START aircraft ENT_2_END by hand from a single sheet of paper and did not use scissors or glue .,holder,aircraft,1147
"Entity-Destination(e1,e2)","A number of vendors , including Salesforce.com and RightNow , have released ENT_1_START integration ENT_1_END into social ENT_2_START networks ENT_2_END .","A number of vendors , including Salesforce.com and RightNow , have released ENT_1_START integration ENT_1_END into social ENT_2_START networks ENT_2_END .",integration,networks,5765
"Content-Container(e1,e2)",The Scorpio ENT_1_START single ENT_1_END was in a ENT_2_START bin ENT_2_END with around 6 zillion 45s .,The Scorpio ENT_1_START single ENT_1_END was in a ENT_2_START bin ENT_2_END with around 6 zillion 45s .,single,bin,3347
"Product-Producer(e1,e2)",This is the best - selling ENT_1_START album ENT_1_END by a male ENT_2_START artist ENT_2_END and the best - seller in the pop / R&B genre .,This is the best - selling ENT_1_START album ENT_1_END by a male ENT_2_START artist ENT_2_END and the best - seller in the pop / R&B genre .,album,artist,2808
"Instrument-Agency(e1,e2)",A ENT_1_START diffusion ENT_1_END driven desalination ENT_2_START process ENT_2_END is driven by water vapor saturating low humidity air .,A ENT_1_START diffusion ENT_1_END driven desalination ENT_2_START process ENT_2_END is driven by water vapor saturating low humidity air .,diffusion,process,4014
"Message-Topic(e2,e1)",This ENT_1_START tradition ENT_1_END has been narrated in prophet 's early ENT_2_START biographies ENT_2_END .,This ENT_1_START tradition ENT_1_END has been narrated in prophet 's early ENT_2_START biographies ENT_2_END .,tradition,biographies,125
"Content-Container(e1,e2)",The ENT_1_START oil ENT_1_END was contained in a massive ENT_2_START tank ENT_2_END in the basement storage room .,The ENT_1_START oil ENT_1_END was contained in a massive ENT_2_START tank ENT_2_END in the basement storage room .,oil,tank,2126
"Content-Container(e2,e1)",Cylindrical ENT_1_START defects ENT_1_END in the trochanter area of 18 rabbit femora were filled with BG ENT_2_START granules ENT_2_END .,Cylindrical ENT_1_START defects ENT_1_END in the trochanter area of 18 rabbit femora were filled with BG ENT_2_START granules ENT_2_END .,defects,granules,2122
"Cause-Effect(e2,e1)",The ENT_1_START delay ENT_1_END in the progression of these applications has been caused by the original ENT_2_START applicants ENT_2_END .,The ENT_1_START delay ENT_1_END in the progression of these applications has been caused by the original ENT_2_START applicants ENT_2_END .,delay,applicants,6210
"Cause-Effect(e2,e1)",This prescription drug alleviates ENT_1_START panic ENT_1_END from ENT_2_START claustrophobia ENT_2_END and is also very handy for airplane rides and in case of broken - down subway cars or elevators .,This prescription drug alleviates ENT_1_START panic ENT_1_END from ENT_2_START claustrophobia ENT_2_END and is also very handy for airplane rides and in case of broken - down subway cars or elevators .,panic,claustrophobia,7405
"Cause-Effect(e2,e1)",Here are the news reports and photographs of the ENT_1_START devastations ENT_1_END caused by the ENT_2_START storm ENT_2_END .,Here are the news reports and photographs of the ENT_1_START devastations ENT_1_END caused by the ENT_2_START storm ENT_2_END .,devastations,storm,1905
"Entity-Origin(e1,e2)","In order to evaluate MonoTouch , I 've got an evaluation ENT_1_START copy ENT_1_END with the debugger from the evaluation ENT_2_START page ENT_2_END .","In order to evaluate MonoTouch , I 've got an evaluation ENT_1_START copy ENT_1_END with the debugger from the evaluation ENT_2_START page ENT_2_END .",copy,page,5241
"Entity-Origin(e1,e2)",The ENT_1_START power ENT_1_END to rule is derived from a ENT_2_START mandate ENT_2_END of the masses .,The ENT_1_START power ENT_1_END to rule is derived from a ENT_2_START mandate ENT_2_END of the masses .,power,mandate,2966
"Product-Producer(e2,e1)","Traditionally , ENT_1_START chandlers ENT_1_END made both soap and ENT_2_START candles ENT_2_END , because a long time ago both of these products were made with lard .","Traditionally , ENT_1_START chandlers ENT_1_END made both soap and ENT_2_START candles ENT_2_END , because a long time ago both of these products were made with lard .",chandlers,candles,1741
"Component-Whole(e2,e1)","In simplest terms , a ENT_1_START hybrid ENT_1_END combines a ENT_2_START gasoline engine ENT_2_END and an electric motor to provide adequate power with minimal fuel useage and low emissions .","In simplest terms , a ENT_1_START hybrid ENT_1_END combines a ENT_2_START gasoline engine ENT_2_END and an electric motor to provide adequate power with minimal fuel useage and low emissions .",hybrid,gasoline engine,7190
